2017-05-24 16:55:08,059 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410001
2017-05-24 16:55:08,067 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.17:41220 which had sessionid 0x15c39a374410001
2017-05-24 16:55:08,086 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410000
2017-05-24 16:55:08,092 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.17:41219 which had sessionid 0x15c39a374410000
2017-05-24 16:55:08,451 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410006
2017-05-24 16:55:08,458 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.18:33037 which had sessionid 0x15c39a374410006
2017-05-24 16:55:26,515 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54813
2017-05-24 16:55:26,518 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54813
2017-05-24 16:55:26,518 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54814
2017-05-24 16:55:26,519 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54814
2017-05-24 16:55:26,525 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54815
2017-05-24 16:55:26,526 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54815
2017-05-24 16:55:26,527 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410007 with negotiated timeout 20000 for client /192.168.0.237:54813
2017-05-24 16:55:26,535 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410008 with negotiated timeout 20000 for client /192.168.0.237:54814
2017-05-24 16:55:26,536 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410009 with negotiated timeout 20000 for client /192.168.0.237:54815
2017-05-24 16:55:26,551 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410009
2017-05-24 16:55:26,560 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.237:54815 which had sessionid 0x15c39a374410009
2017-05-24 16:55:26,564 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54816
2017-05-24 16:55:26,566 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54816
2017-05-24 16:55:26,574 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54817
2017-05-24 16:55:26,575 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54817
2017-05-24 16:55:26,577 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a37441000a with negotiated timeout 20000 for client /192.168.0.237:54816
2017-05-24 16:55:26,585 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a37441000b with negotiated timeout 20000 for client /192.168.0.237:54817
2017-05-24 16:55:30,633 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.18:33055
2017-05-24 16:55:30,635 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.18:33055
2017-05-24 16:55:30,644 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a37441000c with negotiated timeout 20000 for client /192.168.0.18:33055
2017-05-24 16:55:30,662 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a37441000c
2017-05-24 16:55:30,686 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.18:33055 which had sessionid 0x15c39a37441000c
2017-05-24 16:55:30,689 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.18:33056
2017-05-24 16:55:30,690 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.18:33056
2017-05-24 16:55:30,702 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a37441000d with negotiated timeout 20000 for client /192.168.0.18:33056
2017-05-24 16:55:41,818 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54827
2017-05-24 16:55:41,819 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54827
2017-05-24 16:55:41,829 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a37441000e with negotiated timeout 20000 for client /192.168.0.237:54827
2017-05-24 16:55:41,831 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x15c39a37441000e type:create cxid:0x2 zxid:0x22e758 txntype:-1 reqpath:n/a Error Path:/storm/blobstoremaxkeysequencenumber Error:KeeperErrorCode = NoNode for /storm/blobstoremaxkeysequencenumber
2017-05-24 16:55:41,888 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a37441000e
2017-05-24 16:55:41,895 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.237:54827 which had sessionid 0x15c39a37441000e
2017-05-24 16:55:41,924 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54828
2017-05-24 16:55:41,924 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54828
2017-05-24 16:55:41,929 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a37441000f with negotiated timeout 20000 for client /192.168.0.237:54828
2017-05-24 16:55:41,946 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a37441000f
2017-05-24 16:55:41,954 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.237:54828 which had sessionid 0x15c39a37441000f
2017-05-24 16:55:41,974 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54829
2017-05-24 16:55:41,975 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54829
2017-05-24 16:55:41,979 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410010 with negotiated timeout 20000 for client /192.168.0.237:54829
2017-05-24 16:55:41,996 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410010
2017-05-24 16:55:42,004 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.237:54829 which had sessionid 0x15c39a374410010
2017-05-24 16:55:50,670 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.18:33061
2017-05-24 16:55:50,674 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.18:33061
2017-05-24 16:55:50,688 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410011 with negotiated timeout 20000 for client /192.168.0.18:33061
2017-05-24 16:55:50,706 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410011
2017-05-24 16:55:50,713 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.18:33061 which had sessionid 0x15c39a374410011
2017-05-24 16:55:50,717 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.18:33062
2017-05-24 16:55:50,717 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.18:33062
2017-05-24 16:55:50,721 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410012 with negotiated timeout 20000 for client /192.168.0.18:33062
2017-05-24 16:55:51,003 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.18:33063
2017-05-24 16:55:51,008 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.18:33063
2017-05-24 16:55:51,013 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410013 with negotiated timeout 20000 for client /192.168.0.18:33063
2017-05-24 16:55:51,037 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410013
2017-05-24 16:55:51,046 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.18:33063 which had sessionid 0x15c39a374410013
2017-05-24 16:55:51,059 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.18:33064
2017-05-24 16:55:51,060 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.18:33064
2017-05-24 16:55:51,071 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410014 with negotiated timeout 20000 for client /192.168.0.18:33064
2017-05-24 16:56:06,375 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x15c39a37441000a type:delete cxid:0x42 zxid:0x22e787 txntype:-1 reqpath:n/a Error Path:/storm/blobstore/app23sort-1-1495616166-stormcode.ser Error:KeeperErrorCode = Directory not empty for /storm/blobstore/app23sort-1-1495616166-stormcode.ser
2017-05-24 16:56:06,423 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410014
2017-05-24 16:56:06,424 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x15c39a37441000a type:delete cxid:0x4a zxid:0x22e78d txntype:-1 reqpath:n/a Error Path:/storm/blobstore/app23sort-1-1495616166-stormjar.jar Error:KeeperErrorCode = Directory not empty for /storm/blobstore/app23sort-1-1495616166-stormjar.jar
2017-05-24 16:56:06,431 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.18:33064 which had sessionid 0x15c39a374410014
2017-05-24 16:56:06,465 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x15c39a37441000a type:delete cxid:0x52 zxid:0x22e791 txntype:-1 reqpath:n/a Error Path:/storm/blobstore/app23sort-1-1495616166-stormconf.ser Error:KeeperErrorCode = Directory not empty for /storm/blobstore/app23sort-1-1495616166-stormconf.ser
2017-05-24 16:56:07,424 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410012
2017-05-24 16:56:07,431 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.18:33062 which had sessionid 0x15c39a374410012
2017-05-24 16:58:14,100 [myid:] - WARN  [SyncThread:0:FileTxnLog@338] - fsync-ing the write ahead log in SyncThread:0 took 1761ms which will adversely effect operation latency. See the ZooKeeper troubleshooting guide
2017-05-24 17:00:16,561 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54910
2017-05-24 17:00:16,561 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54910
2017-05-24 17:00:16,565 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410015 with negotiated timeout 20000 for client /192.168.0.237:54910
2017-05-24 17:00:16,582 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410015
2017-05-24 17:00:16,590 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.237:54910 which had sessionid 0x15c39a374410015
2017-05-24 17:00:16,638 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54911
2017-05-24 17:00:16,638 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54911
2017-05-24 17:00:16,648 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410016 with negotiated timeout 20000 for client /192.168.0.237:54911
2017-05-24 17:00:16,666 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410016
2017-05-24 17:00:16,673 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.237:54911 which had sessionid 0x15c39a374410016
2017-05-24 17:00:16,694 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.237:54912
2017-05-24 17:00:16,694 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.237:54912
2017-05-24 17:00:16,698 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x15c39a374410017 with negotiated timeout 20000 for client /192.168.0.237:54912
2017-05-24 17:00:16,716 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x15c39a374410017
2017-05-24 17:00:16,723 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /192.168.0.237:54912 which had sessionid 0x15c39a374410017
2017-05-24 17:00:21,308 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /192.168.0.18:33076
2017-05-24 17:00:21,312 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /192.168.0.18:33076
